                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 1.4669,                 1.2235,                 1.9092,                0.81504,                0.53117,                0.65417,                0.41236,                 1.2615,                  1.008,                 1.8031,              0.0010694,              0.0010694,              0.0010694
                     97,                 1.5528,                 1.2374,                 1.9214,                0.81765,                0.57107,                0.66201,                0.40232,                 1.3482,                0.97714,                 1.8557,              0.0010595,              0.0010595,              0.0010595
                     98,                 1.4509,                 1.1414,                 1.8953,                0.80085,                0.57107,                0.65505,                0.40224,                 1.2908,                 1.0041,                 1.8249,              0.0010496,              0.0010496,              0.0010496
                     99,                 1.4661,                 1.1668,                 1.9179,                0.91169,                0.50873,                0.64909,                0.38444,                 1.3276,                 0.9449,                 1.8639,              0.0010397,              0.0010397,              0.0010397
                    100,                 1.4957,                 1.1583,                  1.909,                0.78903,                0.57357,                0.68579,                0.40868,                 1.2764,                0.94829,                   1.81,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.4849,                 1.1818,                 1.8992,                0.78503,                0.54639,                 0.6539,                0.38694,                 1.2712,                 1.0328,                 1.7993,              0.0010199,              0.0010199,              0.0010199
                    102,                 1.4606,                 1.1891,                 1.8895,                0.83952,                0.55112,                 0.6687,                0.41694,                 1.2123,                0.99191,                 1.7657,                0.00101,                0.00101,                0.00101
                    103,                 1.4307,                 1.1723,                 1.8803,                0.76473,                0.56742,                0.65914,                0.40439,                 1.2792,                 1.0095,                 1.8225,              0.0010001,              0.0010001,              0.0010001
                    104,                 1.4186,                 1.1246,                 1.8755,                0.93134,                0.49377,                 0.6505,                0.40805,                 1.2591,                0.93748,                 1.7881,              0.0009902,              0.0009902,              0.0009902
                    105,                 1.3609,                 1.1202,                 1.8436,                0.81747,                0.54863,                0.66375,                0.42059,                 1.2474,                0.91288,                 1.7995,              0.0009803,              0.0009803,              0.0009803
                    106,                 1.4119,                  1.108,                 1.8128,                0.84902,                0.57107,                 0.6915,                0.41865,                 1.2378,                0.90663,                   1.77,              0.0009704,              0.0009704,              0.0009704
                    107,                 1.4005,                 1.1149,                 1.8206,                0.89021,                0.54596,                0.67611,                0.42661,                  1.206,                0.90346,                 1.7307,              0.0009605,              0.0009605,              0.0009605
                    108,                 1.3859,                 1.1271,                  1.854,                0.91689,                0.55022,                0.68164,                0.45095,                 1.1452,                0.84438,                 1.6683,              0.0009506,              0.0009506,              0.0009506
                    109,                 1.4053,                 1.0841,                 1.7996,                0.86661,                0.56359,                 0.6887,                0.43016,                 1.2279,                0.93282,                 1.7479,              0.0009407,              0.0009407,              0.0009407
                    110,                 1.3121,                 1.0465,                  1.792,                0.85805,                0.56359,                0.69298,                0.43682,                 1.2037,                0.86066,                 1.7115,              0.0009308,              0.0009308,              0.0009308
                    111,                 1.4659,                 1.1291,                 1.8747,                0.89982,                0.53758,                0.68906,                0.43873,                 1.2326,                0.84295,                 1.7391,              0.0009209,              0.0009209,              0.0009209
                    112,                 1.3214,                 1.0377,                 1.7684,                0.81238,                0.56147,                0.69113,                0.41369,                  1.277,                0.89629,                 1.7902,               0.000911,               0.000911,               0.000911
                    113,                 1.4146,                 1.1175,                 1.8222,                0.85905,                 0.5586,                0.69282,                0.43765,                  1.175,                0.90421,                 1.6872,              0.0009011,              0.0009011,              0.0009011
                    114,                 1.3228,                 1.0074,                 1.7897,                0.95253,                0.53367,                0.69327,                0.43439,                 1.1862,                0.87445,                 1.7052,              0.0008912,              0.0008912,              0.0008912
                    115,                 1.3957,                 1.1056,                 1.7543,                0.82546,                 0.5985,                0.70945,                0.44767,                 1.1541,                0.84084,                 1.6899,              0.0008813,              0.0008813,              0.0008813
                    116,                 1.4246,                  1.105,                 1.7833,                0.89634,                0.58222,                0.72301,                0.46007,                 1.1292,                  0.862,                 1.6518,              0.0008714,              0.0008714,              0.0008714
                    117,                 1.3745,                 1.0602,                 1.7694,                0.78563,                 0.6306,                0.72413,                0.43982,                 1.2046,                0.86938,                 1.7264,              0.0008615,              0.0008615,              0.0008615
                    118,                 1.2898,                0.99013,                 1.7569,                0.81753,                0.59215,                0.69462,                0.45262,                 1.1127,                0.81919,                 1.6212,              0.0008516,              0.0008516,              0.0008516
                    119,                 1.3134,                  1.004,                 1.7994,                 0.8937,                0.54115,                0.67549,                0.43614,                 1.1675,                0.82059,                  1.674,              0.0008417,              0.0008417,              0.0008417
                    120,                 1.3205,                0.99425,                 1.8161,                0.76504,                0.58464,                0.67261,                0.40865,                 1.3044,                0.92593,                 1.8354,              0.0008318,              0.0008318,              0.0008318
                    121,                 1.3232,                 1.0038,                 1.8034,                0.85839,                0.60467,                0.71512,                0.45561,                   1.11,                0.76786,                  1.631,              0.0008219,              0.0008219,              0.0008219
                    122,                 1.4083,                 1.0577,                 1.8123,                0.88686,                0.58853,                0.72401,                0.46167,                 1.0688,                0.87199,                 1.6042,               0.000812,               0.000812,               0.000812
                    123,                 1.3123,                0.99853,                 1.7483,                0.85899,                0.60765,                0.72261,                0.46123,                 1.1099,                0.87247,                 1.6421,              0.0008021,              0.0008021,              0.0008021
                    124,                 1.4118,                 1.0955,                 1.7592,                0.82086,                 0.5942,                0.70689,                0.45348,                 1.1407,                0.84818,                 1.6688,              0.0007922,              0.0007922,              0.0007922
                    125,                  1.334,                 1.0108,                 1.7514,                0.86396,                0.58603,                0.71864,                0.46083,                 1.1381,                 0.8122,                 1.6559,              0.0007823,              0.0007823,              0.0007823
                    126,                 1.3174,                 1.0218,                  1.715,                0.85476,                0.60599,                0.73176,                0.46797,                 1.1208,                0.75469,                 1.6489,              0.0007724,              0.0007724,              0.0007724
                    127,                 1.3029,                0.94789,                 1.7266,                0.90095,                0.57855,                0.72499,                0.47706,                 1.0976,                 0.7451,                 1.6305,              0.0007625,              0.0007625,              0.0007625
                    128,                 1.3074,                0.96339,                 1.6964,                0.87075,                  0.588,                0.71366,                0.47622,                 1.0814,                0.77725,                 1.6039,              0.0007526,              0.0007526,              0.0007526
